rank,name,address,type,ca_name,placement_score,need,reach,recent_deaths_400m,nearest_nax_km,blight_score,hardship,transit_adjacent
1,Light Cafe Incorporated,4015 W HARRISON ST 1ST,Corner store / food mart,WEST GARFIELD PARK,109.3,72.8,1.5,46,0.67,24.7,92,True
2,SAVE-A-LOT  #859,420 S PULASKI RD,Corner store / food mart,WEST GARFIELD PARK,99.8,66.5,1.5,42,0.53,24.7,92,True
3,CRAZY PHILLY EXPRESS LLC,3903-3905 W HARRISON ST 1,Corner store / food mart,WEST GARFIELD PARK,87.9,58.6,1.5,37,0.69,24.7,92,True
4,OUR NEIGHBORHOOD QUICK STOP,346 S PULASKI RD 1ST,Corner store / food mart,WEST GARFIELD PARK,84.8,56.5,1.5,44,0.41,24.7,92,True
5,MJ FOOD MART,734 S PULASKI RD,Corner store / food mart,WEST GARFIELD PARK,83.1,55.4,1.5,35,0.7,24.7,92,True
6,JEWELEAN RESTAURANT,819 S PULASKI RD,Corner store / food mart,WEST GARFIELD PARK,68.9,45.9,1.5,29,0.62,24.7,92,True
7,"VAN-LOV, INC.",4058 W VAN BUREN ST 1ST,Tobacco / vape,WEST GARFIELD PARK,60.2,57.4,1.05,37,0.49,24.7,92,True
8,CICERO FOOD CENTER,519 S CICERO AVE,Corner store / food mart,AUSTIN,58.2,38.8,1.5,24,1.27,50.4,73,True
9,KING OF SOUL FOOD CUISINE & BAKERY,8103 S COTTAGE GROVE AVE,Corner store / food mart,CHATHAM,56.1,56.1,1.0,40,0.88,20.3,60,False
10,JERK TACO MAN,4001 W JACKSON BLVD 1ST,Corner store / food mart,WEST GARFIELD PARK,53.8,35.9,1.5,43,0.26,24.7,92,True
11,RCJ'S,8140 S COTTAGE GROVE AVE 1,Corner store / food mart,CHATHAM,53.3,53.3,1.0,38,0.92,20.3,60,False
12,SAMMY'S GRILL,6359 S DR MARTIN LUTHER KING JR DR,Corner store / food mart,WOODLAWN,51.6,34.4,1.5,25,0.74,17.2,58,True
13,"FAMILY FOOD MART, INC",8000 S COTTAGE GROVE AVE,Corner store / food mart,CHATHAM,50.5,50.5,1.0,36,0.78,20.3,60,False
14,LOTUS RESTAURANT,814-816 E 79TH ST,Corner store / food mart,GREATER GRAND CROSSING,49.7,49.7,1.0,33,0.83,35.0,66,False
15,C.C.' S CONVENIENCE STORE,4316 W MADISON ST,Corner store / food mart,WEST GARFIELD PARK,47.5,47.5,1.0,30,0.72,24.7,92,False
16,SNACK SHACK & WIRELESS INC.,1445 W 63RD ST 1ST,Corner store / food mart,WEST ENGLEWOOD,47.2,31.4,1.5,17,0.61,80.9,89,True
17,WASHINGTON GROCERY,4139 W FIFTH AVE 1ST,Tobacco / vape,WEST GARFIELD PARK,46.6,44.3,1.05,28,0.63,24.7,92,True
18,ALAMANA SUPER MARKET,6435 S DR MARTIN LUTHER KING JR DR,Corner store / food mart,WOODLAWN,45.4,30.3,1.5,22,0.77,17.2,58,True
19,NEW MADISON SUBMARINE,4403 W MADISON ST,Corner store / food mart,WEST GARFIELD PARK,44.3,44.3,1.0,28,0.87,24.7,92,False
20,B P,749 S CICERO AVE,Corner store / food mart,AUSTIN,43.7,29.1,1.5,18,0.99,50.4,73,True
21,NEW PHILADELPHIA C.O.G.I.C.,205 S CICERO AVE 1ST,Corner store / food mart,AUSTIN,43.7,43.7,1.0,27,1.64,50.4,73,False
22,H TOWN FOOD MART INC.,3839 W AUGUSTA BLVD,Corner store / food mart,HUMBOLDT PARK,43.2,43.2,1.0,27,1.23,34.9,85,False
23,TALA,3454 W 16TH ST,Corner store / food mart,NORTH LAWNDALE,43.0,43.0,1.0,27,0.6,31.5,87,False
24,REDD'S FOOD,1501 S CENTRAL PARK AVE 1,Corner store / food mart,NORTH LAWNDALE,43.0,43.0,1.0,27,0.58,31.5,87,False
25,MIDWEST GAS,10 N KILBOURN AVE,Corner store / food mart,WEST GARFIELD PARK,42.8,42.8,1.0,27,1.07,24.7,92,False
26,the original maxwell street,3801 W HARRISON ST,Corner store / food mart,WEST GARFIELD PARK,42.8,42.8,1.0,27,0.77,24.7,92,False
27,DEBBIES SOUL FOOD,5658 W MADISON ST,Corner store / food mart,AUSTIN,42.0,42.0,1.0,26,0.98,50.4,73,False
28,NEW WAY FOOD,3524 W CHICAGO AVE,Corner store / food mart,HUMBOLDT PARK,41.6,41.6,1.0,26,0.69,34.9,85,False
29,BLUE  MARLIN,1025-39 N PULASKI RD,Corner store / food mart,HUMBOLDT PARK,41.6,41.6,1.0,26,1.33,34.9,85,False
30,N K FOOD,146 S KILDARE AVE 1ST,Corner store / food mart,WEST GARFIELD PARK,41.2,41.2,1.0,26,0.66,24.7,92,False
31,MURRAY'S FISH AND CHICKEN,3359 W HARRISON ST 1ST,Corner store / food mart,EAST GARFIELD PARK,40.7,27.1,1.5,18,0.85,18.6,83,True
32,HEAL THYSELF HEALTH STORE,7907 S EVANS AVE,Corner store / food mart,CHATHAM,40.6,40.6,1.0,29,0.68,20.3,60,False
33,LUTHERAN FAMILY MISSION,4920 W MADISON ST,Corner store / food mart,AUSTIN,40.4,40.4,1.0,25,1.64,50.4,73,False
34,SHARKS FISH & CHICKEN,325 S CICERO AVE,Corner store / food mart,AUSTIN,40.4,40.4,1.0,25,1.55,50.4,73,False
35,ROCKIES CANDY STORE,1100 N PULASKI RD  1,Corner store / food mart,HUMBOLDT PARK,40.0,40.0,1.0,25,1.21,34.9,85,False
36,FINE FAIR FOOD & LIQUOR,3357-3359 W 16TH ST,Corner store / food mart,NORTH LAWNDALE,39.8,39.8,1.0,25,0.6,31.5,87,False
37,CHURCH'S CHICKEN # 1053,1151 S INDEPENDENCE BLVD,Corner store / food mart,NORTH LAWNDALE,39.8,39.8,1.0,25,0.8,31.5,87,False
38,OSAMA FOODS,1308 S CENTRAL PARK AVE,Corner store / food mart,NORTH LAWNDALE,39.7,39.7,1.0,28,0.45,31.5,87,False
39,TAKE-A-PIC,306 S KOSTNER AVE 1,Corner store / food mart,WEST GARFIELD PARK,39.6,39.6,1.0,25,0.89,24.7,92,False
40,H & A SHRIMP SHOP,432 E 63RD ST,Corner store / food mart,WOODLAWN,39.2,26.1,1.5,19,0.62,17.2,58,True
41,79TH FOOD & DELI,857 E 79TH ST 1ST,Corner store / food mart,CHATHAM,39.2,39.2,1.0,28,0.96,20.3,60,False
42,ONE STOP FOOD MARKET,8222 S COTTAGE GROVE AVE 1ST,Corner store / food mart,CHATHAM,39.2,39.2,1.0,28,1.01,20.3,60,False
43,MC GEE ENTERPRISES INC,5719 W MADISON ST  1,Corner store / food mart,AUSTIN,38.8,38.8,1.0,24,1.03,50.4,73,False
44,McDonald's Restaurant,5015 W MADISON ST,Corner store / food mart,AUSTIN,38.8,38.8,1.0,24,1.58,50.4,73,False
45,MOBIL GAS,4804 W MADISON ST,Gas / filling station,AUSTIN,38.8,38.8,1.0,24,1.64,50.4,73,False
46,HABILITATIVE SYSTEMS INC,415 S KILPATRICK AVE  1ST,Corner store / food mart,AUSTIN,38.8,25.9,1.5,16,1.37,50.4,73,True
47,SAYD FOOD MART,218 S KILPATRICK AVE,Corner store / food mart,AUSTIN,38.8,38.8,1.0,24,1.47,50.4,73,False
48,KJS FOOD MART INC,1401 W 63RD ST,Corner store / food mart,WEST ENGLEWOOD,38.8,25.9,1.5,14,0.75,80.9,89,True
49,TD MARKET INC.,6129 S ASHLAND AVE 1ST,Corner store / food mart,WEST ENGLEWOOD,38.8,25.9,1.5,14,0.5,80.9,89,True
50,EGGSPLOSION ROLLS,3652 W CHICAGO AVE,Corner store / food mart,HUMBOLDT PARK,38.4,38.4,1.0,24,0.74,34.9,85,False
51,PETE'S ITALIAN BEEF & WINGS,3807 W CHICAGO AVE,Corner store / food mart,HUMBOLDT PARK,38.4,38.4,1.0,24,0.84,34.9,85,False
52,THRESHOLDS AUSTIN APTS.,334 N MENARD AVE  1,Corner store / food mart,AUSTIN,38.4,25.6,1.5,18,0.44,50.4,73,True
53,Soule' Chicago Corp,3615 W ROOSEVELT RD 1 AND MEZZ,Corner store / food mart,NORTH LAWNDALE,38.2,38.2,1.0,24,0.53,31.5,87,False
54,JEFFERY SUB,2020 E 71ST ST,Corner store / food mart,SOUTH SHORE,38.0,38.0,1.0,27,1.06,26.8,55,False
55,VALLEY JERK SPOT,936 E 79TH ST 1ST,Corner store / food mart,GREATER GRAND CROSSING,37.6,37.6,1.0,25,1.1,35.0,66,False
56,LAYMON'S,4667 W WASHINGTON BLVD 1ST,Corner store / food mart,AUSTIN,37.2,37.2,1.0,23,1.47,50.4,73,False
57,MOO & OINK INC,4848 W MADISON ST,Corner store / food mart,AUSTIN,37.2,37.2,1.0,23,1.64,50.4,73,False
58,SUBWAY,6920 S ASHLAND AVE  D,Corner store / food mart,WEST ENGLEWOOD,37.0,37.0,1.0,20,0.89,80.9,89,False
59,WINDY CITY SMOKED MEATS,6427 S ASHLAND AVE 1 R,Corner store / food mart,WEST ENGLEWOOD,37.0,24.7,1.5,15,0.45,80.9,89,True
60,MID TOWN FOODS,3855 W DIVISION ST 1ST,Corner store / food mart,HUMBOLDT PARK,36.8,36.8,1.0,23,1.21,34.9,85,False
61,SINYA MEDITERRANEAN,3725 W CHICAGO AVE GROUND,Corner store / food mart,HUMBOLDT PARK,36.8,36.8,1.0,23,0.77,34.9,85,False
62,WHALE FISH & CHICKEN,3600 W CHICAGO AVE 1ST,Corner store / food mart,HUMBOLDT PARK,36.8,36.8,1.0,23,0.7,34.9,85,False
63,GOESINTOS,5901 W CORCORAN PL,Corner store / food mart,AUSTIN,36.4,24.3,1.5,15,0.56,50.4,73,True
64,MARVIN RESTAURANT,901 S CICERO AVE,Corner store / food mart,AUSTIN,36.4,24.3,1.5,15,0.85,50.4,73,True
65,MISSISSIPPI FISH HOUSE,3001 W JACKSON BLVD,Corner store / food mart,EAST GARFIELD PARK,36.2,36.2,1.0,24,0.57,18.6,83,False
66,ELBERT FOOD MARKET,311 S KEDZIE AVE 1ST,Corner store / food mart,EAST GARFIELD PARK,36.1,24.1,1.5,20,0.4,18.6,83,True
67,ROSE AVE FOOD,304 N CENTRAL AVE 1ST,Corner store / food mart,AUSTIN,35.8,23.9,1.5,21,0.35,50.4,73,True
68,CHINA EXPRESS,6239 S ASHLAND AVE 1ST,Corner store / food mart,WEST ENGLEWOOD,35.8,23.8,1.5,17,0.38,80.9,89,True
69,SHARKS FISH & CHICKEN,2640 E 75TH ST,Corner store / food mart,SOUTH SHORE,35.6,35.6,1.0,27,0.47,26.8,55,False
70,MARTINS FOOD STORE INC,913 N PULASKI RD,Corner store / food mart,HUMBOLDT PARK,35.2,35.2,1.0,22,1.28,34.9,85,False
71,MICHELE'S LOUNGE,6317 S DR MARTIN LUTHER KING JR DR 1ST,Corner store / food mart,WOODLAWN,35.1,23.4,1.5,17,0.72,17.2,58,True
72,ELBO'S BAR-B-QUE HOUSE,3600 W 16TH ST,Corner store / food mart,NORTH LAWNDALE,35.0,35.0,1.0,22,0.57,31.5,87,False
73,BIG SHARKS,2553 E 75TH ST 1ST,Corner store / food mart,SOUTH SHORE,34.3,34.3,1.0,29,0.42,26.8,55,False
74,MAXINES 1 LLC,4731 W MADISON ST 1,Corner store / food mart,AUSTIN,34.0,34.0,1.0,21,1.56,50.4,73,False
75,NICHOLAS HIGH QUALITY MEATS INC.,4619 W HARRISON ST 1ST,Corner store / food mart,AUSTIN,34.0,22.6,1.5,14,1.17,50.4,73,True
76,SEASHELL FISH & CHICKEN,7131 S JEFFERY BLVD,Corner store / food mart,SOUTH SHORE,33.8,33.8,1.0,24,1.07,26.8,55,False
77,"ITALIAN FIESTA PIZZERIA, INC",1919 E 71ST ST # 1ST,Corner store / food mart,SOUTH SHORE,33.8,33.8,1.0,24,1.25,26.8,55,False
78,CARRIE'S FAST FOOD  & SOUL FOOD RESTAURANT,3441 W CHICAGO AVE,Corner store / food mart,HUMBOLDT PARK,33.6,33.6,1.0,21,0.57,34.9,85,False
79,TMB FOOD STORE INC,1101 N RIDGEWAY AVE,Corner store / food mart,HUMBOLDT PARK,33.6,33.6,1.0,21,1.35,34.9,85,False
80,LA ESMERALDA DELI,1147 N PULASKI RD 1,Corner store / food mart,HUMBOLDT PARK,33.6,33.6,1.0,21,1.11,34.9,85,False
81,EDDY'S GRILLE HOUSE INC.,3825 W ROOSEVELT RD 1ST,Corner store / food mart,NORTH LAWNDALE,33.4,33.4,1.0,21,0.76,31.5,87,False
82,HAROLD'S CHICKEN SHACK,6843 S ASHLAND AVE 1ST,Corner store / food mart,WEST ENGLEWOOD,33.3,33.3,1.0,18,0.87,80.9,89,False
83,"WEST SIDE MARATHON, INC.",340 S SACRAMENTO BLVD,Gas / filling station,EAST GARFIELD PARK,33.2,33.2,1.0,22,0.65,18.6,83,False
84,FILL MORE FOOD MART INC,1101 S PULASKI RD,Corner store / food mart,NORTH LAWNDALE,32.9,32.9,1.0,22,0.47,31.5,87,False
85,Touba Caribbean connexion,1964 E 73RD ST 1,Corner store / food mart,SOUTH SHORE,32.4,32.4,1.0,23,1.08,26.8,55,False
86,"NEW CHINA EXPRESS, INC",2101 E 71ST ST,Corner store / food mart,SOUTH SHORE,32.4,32.4,1.0,23,0.92,26.8,55,False
87,HAROLD'S CHICKEN #5,2142 E 71ST ST,Corner store / food mart,SOUTH SHORE,32.4,32.4,1.0,23,0.83,26.8,55,False
88,TERRY'S,5950 W MADISON ST,Corner store / food mart,AUSTIN,32.3,32.3,1.0,20,1.18,50.4,73,False
89,WHAT'S POPPIN,5431 W MADISON ST,Corner store / food mart,AUSTIN,32.3,32.3,1.0,20,1.05,50.4,73,False
90,MADISON EXPRESS MINI MART,5900 W MADISON ST 1ST,Corner store / food mart,AUSTIN,32.3,32.3,1.0,20,1.1,50.4,73,False
91,J & J FISH & CHICKEN,5612 W MADISON ST 1ST,Corner store / food mart,AUSTIN,32.3,32.3,1.0,20,0.97,50.4,73,False
92,"OMAR'S CONVENIENT STORE, INC.",1019 E 82ND ST 1,Corner store / food mart,CHATHAM,32.2,32.2,1.0,23,1.08,20.3,60,False
93,ACE FOOD MARKET,657 E 79TH ST 1ST,Corner store / food mart,CHATHAM,32.2,32.2,1.0,23,0.56,20.3,60,False
94,LYON'S BEVERAGE EXPRESS,3034 W ROOSEVELT RD,Corner store / food mart,NORTH LAWNDALE,31.9,31.9,1.0,20,0.71,31.5,87,False
95,PAPA JOE'S,610 S CENTRAL PARK AVE 1ST,Corner store / food mart,EAST GARFIELD PARK,31.7,31.7,1.0,21,1.04,18.6,83,False
96,GUS REMUS,4236 W MADISON ST 1ST,Corner store / food mart,WEST GARFIELD PARK,31.7,31.7,1.0,20,0.58,24.7,92,False
97,CALIFORNIA QUICK STOP INC.,340 S CALIFORNIA AVE 1ST,Corner store / food mart,EAST GARFIELD PARK,31.7,31.7,1.0,21,0.97,18.6,83,False
98,Herban Foundation,2900 W VAN BUREN ST,Corner store / food mart,EAST GARFIELD PARK,31.7,31.7,1.0,21,0.81,18.6,83,False
99,"K TOWN FOOD I, INC.",402 S KOSTNER AVE 1,Corner store / food mart,WEST GARFIELD PARK,31.7,31.7,1.0,20,0.97,24.7,92,False
100,SOUTH SHORE CELLULAR & MORE INC,2541 E 79TH ST 1,Corner store / food mart,SOUTH CHICAGO,31.6,31.6,1.0,20,1.21,40.7,75,False
101,"FISH & CHICKEN ON ROOSEVELT, INC.",3537 W ROOSEVELT RD 1 1,Corner store / food mart,NORTH LAWNDALE,31.6,31.6,1.0,24,0.41,31.5,87,False
102,Mommy Mo's Inc.,5944 W LAKE ST 1,Corner store / food mart,AUSTIN,31.5,21.0,1.5,13,0.67,50.4,73,True
103,MS FOOD,1525 W 69TH ST,Corner store / food mart,WEST ENGLEWOOD,31.4,31.4,1.0,17,0.76,80.9,89,False
104,Food 4 Less Midwest #552,7030 S ASHLAND AVE,Corner store / food mart,WEST ENGLEWOOD,31.4,31.4,1.0,17,0.93,80.9,89,False
105,MODERN DAY DEVELOPMENT INC,7847 S ESSEX AVE 1ST,Corner store / food mart,SOUTH SHORE,31.0,31.0,1.0,22,1.14,26.8,55,False
106,FALCOLN  #1,8301-8311 S COTTAGE GROVE AVE,Gas / filling station,CHATHAM,30.8,30.8,1.0,22,1.12,20.3,60,False
107,"QUENCH, THE EXPERIENCE",5815 W MADISON ST 1 1,Corner store / food mart,AUSTIN,30.7,30.7,1.0,19,1.07,50.4,73,False
108,FAMILY GROCERY,4910 W WEST END AVE 1ST,Corner store / food mart,AUSTIN,30.7,30.7,1.0,19,1.35,50.4,73,False
109,ROTHSCHILD LIQUORS,118 S CICERO AVE 1ST,Tobacco / vape,AUSTIN,30.6,43.7,0.7,27,1.66,50.4,73,False
110,QUAISEMAH FOOD MART INC.,3900 W CHICAGO AVE,Corner store / food mart,HUMBOLDT PARK,30.4,30.4,1.0,19,0.98,34.9,85,False
111,RAMOS GROCERY INC.,3759 W OHIO ST 1ST,Corner store / food mart,HUMBOLDT PARK,30.4,30.4,1.0,19,0.54,34.9,85,False
112,MONTICELLO FOOD MART,1000 N MONTICELLO AVE 1ST,Corner store / food mart,HUMBOLDT PARK,30.4,30.4,1.0,19,1.1,34.9,85,False
113,MR BABAZ,3805 W DIVISION ST,Corner store / food mart,HUMBOLDT PARK,30.4,30.4,1.0,19,1.33,34.9,85,False
114,MA'S & PA'S GROCERY SNACK SHOP,804 S CALIFORNIA AVE  1,Corner store / food mart,EAST GARFIELD PARK,30.2,30.2,1.0,20,0.91,18.6,83,False
115,MAMA'S  HOUSE,3451 W HARRISON ST,Corner store / food mart,EAST GARFIELD PARK,30.2,30.2,1.0,20,0.94,18.6,83,False
116,BROTHER FOOD & LIQUOR,4259 W VAN BUREN ST,Corner store / food mart,WEST GARFIELD PARK,30.1,30.1,1.0,19,0.78,24.7,92,False
117,MCDONALD'S,7800 S COTTAGE GROVE AVE 1ST,Corner store / food mart,GREATER GRAND CROSSING,30.1,30.1,1.0,20,0.79,35.0,66,False
118,Y & M 69TH ST FOOD MART,1638 W 69TH ST,Liquor / package goods,WEST ENGLEWOOD,30.0,33.3,0.9,18,1.0,80.9,89,False
119,MIDWEST,7050 S DAMEN AVE 1ST,Corner store / food mart,WEST ENGLEWOOD,29.6,29.6,1.0,16,1.61,80.9,89,False
120,"NADIA FISH & CHICKEN, INC.",2704 E 75TH ST 1,Corner store / food mart,SOUTH SHORE,29.6,29.6,1.0,21,0.51,26.8,55,False
121,DUNKIN DONUTS,7119 S ASHLAND AVE,Corner store / food mart,WEST ENGLEWOOD,29.6,29.6,1.0,16,0.97,80.9,89,False
122,AMER FOOD MART,3458 W LAKE ST,Corner store / food mart,EAST GARFIELD PARK,29.4,19.6,1.5,13,0.52,18.6,83,True
123,GREAT BURRITO,701 S KEDZIE AVE,Corner store / food mart,EAST GARFIELD PARK,29.4,19.6,1.5,13,0.87,18.6,83,True
124,B & H FOOD & GROCERY,713 S ALBANY AVE,Corner store / food mart,EAST GARFIELD PARK,29.4,19.6,1.5,13,0.95,18.6,83,True
125,TONYS PANTRY MART INC.,745 S KEDZIE AVE 1ST,Corner store / food mart,EAST GARFIELD PARK,29.4,19.6,1.5,13,0.87,18.6,83,True
126,FRANK FOOD MARKET #3 INC,5050 W MADISON ST,Corner store / food mart,AUSTIN,29.1,29.1,1.0,18,1.47,50.4,73,False
127,SNAPPY SNACKS,317 N CICERO AVE 1,Corner store / food mart,AUSTIN,29.1,19.4,1.5,12,1.05,50.4,73,True
128,FANTASTIC FOOD MART INC.,2453 E 75TH ST 1,Corner store / food mart,SOUTH SHORE,29.1,29.1,1.0,26,0.4,26.8,55,False
129,LILLIE WRIGHT,2961 W FIFTH AVE,Tobacco / vape,EAST GARFIELD PARK,29.1,41.6,0.7,29,0.48,18.6,83,False
130,BABY BABA INC.,3944 W CHICAGO AVE 1ST,Corner store / food mart,HUMBOLDT PARK,28.8,28.8,1.0,18,1.07,34.9,85,False
131,"HO FAT LEE CHINESE KITCHEN, I NC.",1114 S KEDZIE AVE,Corner store / food mart,NORTH LAWNDALE,28.7,28.7,1.0,18,0.52,31.5,87,False
132,CERMAK FOOD MART,4156 W CERMAK RD 1,Corner store / food mart,NORTH LAWNDALE,28.7,19.1,1.5,12,0.62,31.5,87,True
133,KENNEDY'S SON INC,3563 W FIFTH AVE,Liquor / package goods,EAST GARFIELD PARK,28.5,31.7,0.9,21,0.9,18.6,83,False
134,GATEWAY FOUNDATION RESIDENTIAL,3828 W TAYLOR ST  1ST,Corner store / food mart,WEST GARFIELD PARK,28.5,28.5,1.0,18,0.8,24.7,92,False
135,CITGO,7600 S EXCHANGE AVE,Gas / filling station,SOUTH SHORE,28.2,28.2,1.0,20,0.74,26.8,55,False
136,GAS PLUS MOBIL/BUDDY BEAR CAR WASH,3940 W WASHINGTON BLVD 1ST,Gas / filling station,WEST GARFIELD PARK,27.8,18.5,1.5,39,0.08,24.7,92,True
137,FAMILY FOOD,6510 S ASHLAND AVE  1ST,Corner store / food mart,WEST ENGLEWOOD,27.7,18.5,1.5,10,0.53,80.9,89,True
138,ASHLAND WHOLESALE INC.,6803 S ASHLAND AVE 1ST,Corner store / food mart,WEST ENGLEWOOD,27.7,27.7,1.0,15,0.89,80.9,89,False
139,"MEAT WHOLESALE FOR PUBLIC, INC",3362 W OGDEN AVE,Corner store / food mart,NORTH LAWNDALE,27.5,27.5,1.0,18,0.48,31.5,87,False
140,HAP'S GRILL,6859 S LOOMIS BLVD 1ST B,Corner store / food mart,WEST ENGLEWOOD,27.3,27.3,1.0,16,0.46,80.9,89,False
141,"IN & OUT GROCERY, INC.",3929 W GRAND AVE 1 1,Corner store / food mart,HUMBOLDT PARK,27.2,27.2,1.0,17,0.91,34.9,85,False
142,MCDONALD'S RESTAURANT,6336 S ASHLAND AVE,Corner store / food mart,WEST ENGLEWOOD,27.2,18.1,1.5,14,0.35,80.9,89,True
143,"YOYO FOOD MART, INC.",2801 W HARRISON ST 1ST,Corner store / food mart,EAST GARFIELD PARK,27.1,27.1,1.0,18,1.06,18.6,83,False
144,GENIN FOOD & LIQUOR,2917 W HARRISON ST 1ST,Corner store / food mart,EAST GARFIELD PARK,27.1,27.1,1.0,18,0.97,18.6,83,False
145,HOLLA BACK SUPERMARKET,159 N HOMAN BLVD,Corner store / food mart,EAST GARFIELD PARK,27.1,18.1,1.5,12,0.59,18.6,83,True
146,FREDINE REYNOLDS,3334 W CHICAGO AVE,Corner store / food mart,HUMBOLDT PARK,27.0,27.0,1.0,23,0.37,34.9,85,False
147,HALE FAMILY MCDONALD'S,2425 E 79TH ST,Corner store / food mart,SOUTH CHICAGO,26.8,26.8,1.0,17,1.21,40.7,75,False
148,CRANDON SUPER MARKET,2238 E 71ST ST,Corner store / food mart,SOUTH SHORE,26.8,26.8,1.0,19,0.67,26.8,55,False
149,ROYLAND GROCERY,158 N LARAMIE AVE,Corner store / food mart,AUSTIN,26.7,17.8,1.5,11,1.03,50.4,73,True
150,FIESTA BURGER HEAVEN,7832 S ASHLAND AVE 1,Corner store / food mart,AUBURN GRESHAM,26.6,26.6,1.0,17,1.03,39.4,74,False
151,FIREHOUSE / CAPTAIN HOOKS,1642 W 79TH ST 1 D & E,Corner store / food mart,AUBURN GRESHAM,26.6,26.6,1.0,17,1.18,39.4,74,False
152,HERB'S GROCERY'S,3659 W OHIO ST  1,Corner store / food mart,HUMBOLDT PARK,26.5,26.5,1.0,22,0.38,34.9,85,False
153,BIG TONY FAST FOOD,5519 W CORCORAN PL,Corner store / food mart,AUSTIN,26.5,17.7,1.5,22,0.25,50.4,73,True
